Patent #	Patent Title	Lab	Issue Date	
5401978	Laser-optic missile control surface monitor	Army Research Laboratory - Aberdeen	3/28/1995	
5402362	Method of utilize trial dyeings to improve color formulations	Army TechMatch Patent Lab	3/28/1995	
5400422	Technique to prepare high-reflectance optical fiber bragg gratings with single exposure in-line or fiber draw tower	Naval Research Laboratory	3/21/1995	
5398439	Expended brass catcher	Army TechMatch Patent Lab	3/21/1995	
5399158	Method of lysing thrombi	Army TechMatch Patent Lab	3/21/1995	
5398130	Gradient index lens phased array phase compensation technique and apparatus	Army TechMatch Patent Lab	3/14/1995	
5396359	Node for grid type single mode fiber optic local area network using tunable filters	Air Force TechMatch Patent Lab	3/7/1995	
5395082	Hangar for vehicle accessories	Army TechMatch Patent Lab	3/7/1995	
5396243	Infrared laser battlefield identification beacon	Air Force TechMatch Patent Lab	3/7/1995	
5396250	Spectral estimation of radar time-of-arrival periodicities	Air Force TechMatch Patent Lab	3/7/1995	
5396598	"Event-driven signal processor interface having multiple paralleled microprocessor-controlled data processors for accurately receiving, timing and serially retransmitting asynchronous data with quickly variable data rates"	Army TechMatch Patent Lab	3/7/1995	
5396069	Portable monocular night vision apparatus	Air Force TechMatch Patent Lab	3/7/1995	
H1422	High voltage lithium rechargeable electrochemical cell	Army Research Laboratory - Aberdeen	3/7/1995	
5396425	Vertical velocity indicator	Air Force TechMatch Patent Lab	3/7/1995	
5392988	Uniform droplet generator	Air Force TechMatch Patent Lab	2/28/1995	
5392683	Method and apparatus for three dimensional braiding	Army Research Laboratory - Aberdeen	2/28/1995	
5394378	Hydrophone transduction mechanism	Naval Research Laboratory	2/28/1995	
5392516	Method for forming a spool valve sleeve	Army TechMatch Patent Lab	2/28/1995	
5391962	Electron beam driven negative ion source	Army TechMatch Patent Lab	2/21/1995	
5388520	Individual mine launcher	Army Research Laboratory - Aberdeen	2/14/1995	
5389441	Phthalonitrile prepolymer as high temperature sizing material for composite fibers	Naval Research Laboratory	2/14/1995	
5388358	Identification board	Army TechMatch Patent Lab	2/14/1995	
5389791	Device for enhancing field of view and reducing image smear in a missile seeker	Army TechMatch Patent Lab	2/14/1995	
H1415	Signal processor/analyzer with a neural network coupled to an acoustic charge transport (act) device (act)	Air Force TechMatch Patent Lab	2/7/1995	
H1412	Sabot stiffener for kinetic energy projectile	Army TechMatch Patent Lab	2/7/1995	
5388121	Modified Chirp-Z pulse detector	Army Research Laboratory - Aberdeen	2/7/1995	
5386823	Open loop cooling apparatus	Air Force TechMatch Patent Lab	2/7/1995	
5387047	Double eccentric fastener device	Army TechMatch Patent Lab	2/7/1995	
5387297	"2,4-dinitroimidazole- a less sensitive explosive and propellant made by thermal rearrangement of molten 1,4 dinitroimidazole"	Army TechMatch Patent Lab	2/7/1995	
5385883	High T.sub.c superconducting microstrip phase shifter having tapered optical beam pattern regions	Army Research Laboratory - Aberdeen	1/31/1995	
5386168	Polarization-sensitive shear wave transducer	Army Research Laboratory - Aberdeen	1/31/1995	
5385010	Cryogenic cooler system	Army TechMatch Patent Lab	1/31/1995	
5386086	Composite thermoplastic filler for ballast cans for use with fluorescent lights	Army TechMatch Patent Lab	1/31/1995	
5383352	Method for the measurement of bulk modulus and pressure viscosity of liquids	Air Force TechMatch Patent Lab	1/24/1995	
5384294	Sol-gel derived lead oxide containing ceramics	Air Force TechMatch Patent Lab	1/24/1995	
5382985	Thermorefractive optical switch	Air Force TechMatch Patent Lab	1/17/1995	
5380667	Serum bilirubin and liver function tests as risk predictors for coronary artery disease	Air Force TechMatch Patent Lab	1/10/1995	
5380570	"Thermoplastic para-polyphenylene sulfide, high temperature-resistant rocket motor cases"	Army TechMatch Patent Lab	1/10/1995	
5380204	Night vision goggle aided flight simulation system and method	Army TechMatch Patent Lab	1/10/1995	
H1389	"Iron backed, round bore, augmented electromagnetic accelerator as an injector"	Army Research Laboratory - Aberdeen	1/3/1995	
H1397	Cathode material for use in a high temperature rechargeable molten salt cell and high temperature rechargeable molten salt cell including the cathode material	Army Research Laboratory - Aberdeen	1/3/1995	
H1390	Claymore training device	Army Research Laboratory - Aberdeen	1/3/1995	
H1408	"Microwave circulator with a planar, biasing, permanent magnet"	Army Research Laboratory - Aberdeen	1/3/1995	
5378333	Halogenated polycarboxycubanes	Army TechMatch Patent Lab	1/3/1995	
5379043	Reply-frequency interference/jamming detector	Naval Research Laboratory	1/3/1995	
H1399	Process for transforming pure Y.sub.2 BaCuO.sub.5 into a superconducting matrix of YBa.sub.2 Cu.sub.3 O.sub.7-x with fine and homogeneously dispersed Y.sub.2 BaCuO.sub.5 inclusions	Air Force TechMatch Patent Lab	1/3/1995	
H1396	Oxide substrate with a strongly adherent gold film of 10 to 40 nm in thickness on the substrate	Army Research Laboratory - Aberdeen	1/3/1995	
5378949	Signal mixing device utilizing a superconducting strip line with superconducting weak links and two control lines	Army Research Laboratory - Aberdeen	1/3/1995	
5379006	Wideband (DC to GHz) balun	Army TechMatch Patent Lab	1/3/1995	
5378449	Formation of basic hydrogen peroxide	Air Force TechMatch Patent Lab	1/3/1995	
5378974	Vibration damping system	Air Force TechMatch Patent Lab	1/3/1995	
5375504	Augmented hypervelocity railgun with single energy source and rail segmentation	Air Force TechMatch Patent Lab	12/27/1994	
5376594	Low temperature synthesis of YBA2CU308-X and other crystalline oxides	NAVAIR China Lake	12/27/1994	
5375505	Dynamic rotating ballistic shield	Army TechMatch Patent Lab	12/27/1994	
5376938	Method and apparatus for maintaining linearity and frequency accuracy of an FM chirp waveform	NAVAIR China Lake	12/27/1994	
5376784	Hybrid organic-inorganic bistable nonlinear optical device	Army Research Laboratory - Aberdeen	12/27/1994	
5376579	Schemes to form silicon-on-diamond structure	Air Force TechMatch Patent Lab	12/27/1994	
5375276	Portable surgical table	Army Medical Research and Materiel Command	12/27/1994	
5375972	Turbine stator vane structure	Air Force TechMatch Patent Lab	12/27/1994	
5374122	Method for quantifying porosity of parts of simple and complex geometries	Air Force TechMatch Patent Lab	12/20/1994	
5374811	Blood and tissue rewarming device	Air Force TechMatch Patent Lab	12/20/1994	
5374009	Scatter-rider guidance system for terminal homing seekers	Army TechMatch Patent Lab	12/20/1994	
5372930	Sensor for ultra-low concentration molecular recognition	Naval Research Laboratory	12/13/1994	
5372058	Launch package element seater	Army TechMatch Patent Lab	12/13/1994	
5373102	Optically transmissive Faraday cage	Army TechMatch Patent Lab	12/13/1994	
5373236	Highly accurate zero crossings for frequency determination	Air Force TechMatch Patent Lab	12/13/1994	
5373261	Direct optical injection locked fet oscillator	Army Research Laboratory - Aberdeen	12/13/1994	
5371257	Preparation of diisopropyl stibines and use thereof	NAVAIR China Lake	12/6/1994	
5370054	Semiconductor slapper	Army TechMatch Patent Lab	12/6/1994	
5370603	Pneumatic CPR garment	Air Force TechMatch Patent Lab	12/6/1994	
5371757	Integrated semiconductor laser oscillator and off-axis amplifier	Air Force TechMatch Patent Lab	12/6/1994	
5371504	Phase-coded monopulse MTI	Naval Research Laboratory	12/6/1994	
H1379	Supersonic fan nozzle for abrasive blasting media	Air Force TechMatch Patent Lab	12/6/1994	
5369212	Method of preparing tetramethylammonium azide	Air Force TechMatch Patent Lab	11/29/1994	
5369276	Method and system for real-time wavelength identification for infrared detectors	Army TechMatch Patent Lab	11/29/1994	
5369408	Self-mixing expendable	Air Force TechMatch Patent Lab	11/29/1994	
5369660	"Repetitively pulsed, closed cycle, photolytic atomic iodine laser"	Air Force TechMatch Patent Lab	11/29/1994	
5367177	Wavelength selective heterojunction field effect transistor	Air Force TechMatch Patent Lab	11/22/1994	
5365784	Humidity sensing apparatus and method	Air Force TechMatch Patent Lab	11/22/1994	
5367579	Method of removing spurious responses from optical joint transform correlators	Air Force TechMatch Patent Lab	11/22/1994	
5367527	Phase-conjugate-coupled multimode optical fiber geometry for optical coupling of lasers	Air Force TechMatch Patent Lab	11/22/1994	
5366547	Setting control for alkali-activated silicate binders	Army TechMatch Patent Lab	11/22/1994	
5366802	Thin pyroelectric IR detector composed of sintered metal oxides	Army TechMatch Patent Lab	11/22/1994	
5363798	Large area semiconductor wafers	Office of Naval Research	11/15/1994	
5365171	Removing the effects of acoustic ringing and reducing temperature effects in the detection of explosives by NQR	Naval Research Laboratory	11/15/1994	
5364795	Laser-based detection of nitro-containing compounds	Army Research Laboratory - Aberdeen	11/15/1994	
5363663	Chemical warfare method with intermittently cooled protective garment	Air Force TechMatch Patent Lab	11/15/1994	
5365234	High-resolution sidelobe-canceller auxiliary antennas	Naval Research Laboratory	11/15/1994	
5365425	Method and system for measuring management effectiveness	Air Force TechMatch Patent Lab	11/15/1994	
5361703	Inert thermally activated burster	NAVAIR China Lake	11/8/1994	
5361642	Column-based stress gauge	Army TechMatch Patent Lab	11/8/1994	
5363185	Method and apparatus for identifying three-dimensional coordinates and orientation to a robot	Air Force TechMatch Patent Lab	11/8/1994	
5361550	"Movable hardened air form dome-shaped structure for containing hazardous, toxic, or radioactive airborne releases"	Army TechMatch Patent Lab	11/8/1994	
5361477	Controlled dwell extrusion of difficult-to-work alloys	Air Force TechMatch Patent Lab	11/8/1994	
5363186	Method of producing an optical wave with a predetermined optical function	Air Force TechMatch Patent Lab	11/8/1994	
5362649	Method for concentration based analysis of lipid fatty acids and its use in determining the likelihood that a patient is at risk for coronary artery disease	Air Force TechMatch Patent Lab	11/8/1994	
5362014	Ejectable lightweight foam protective covers for fiber optic data link systems	Air Force TechMatch Patent Lab	11/8/1994	
5361074	Mainlobe canceller system	Naval Research Laboratory	11/1/1994	
5361130	Fiber grating-based sensing system with interferometric wavelength-shift detection	Naval Research Laboratory	11/1/1994	
5361073	Determination of jammer range and azimuth by use of a coherent side lobe canceller system	Naval Research Laboratory	11/1/1994	
5359746	Ramp junction	Naval Facilities Engineering Service Center	11/1/1994	
5361222	Binary phase only filter associative memory	Air Force TechMatch Patent Lab	11/1/1994	
5361069	Airborne radar warning receiver	Air Force TechMatch Patent Lab	11/1/1994	
5360235	Secret optical marking	Naval Research Laboratory	11/1/1994	
H1365	Hybrid gun barrel	Air Force TechMatch Patent Lab	11/1/1994	
5357748	Compressor vane control for gas turbine engines	Air Force TechMatch Patent Lab	10/25/1994	
5357829	Antenna element pliers	Army TechMatch Patent Lab	10/25/1994	
5359670	Method for identifying a signal containing symmetry in the presence of noise	Air Force TechMatch Patent Lab	10/25/1994	
5357840	Bore obstruction detection indicator	Army TechMatch Patent Lab	10/25/1994	
5359256	Regulatable field emitter device and method of production thereof	Naval Research Laboratory	10/25/1994	
5358686	"Titanium alloy containing Al, V, Mo, Fe, and oxygen for plate applications"	NAVSEA Carderock	10/25/1994	
5358057	Modular device for collecting multiple fluid samples from soil using a cone penetrometer	Army TechMatch Patent Lab	10/25/1994	
5359705	Method of displaying composite satellite imagery	Air Force TechMatch Patent Lab	10/25/1994	
5355869	Self-heating group meal assembly and method of using same	Natick Soldier Systems Center	10/18/1994	
5357346	Solderability tester methodology	Army Research Laboratory - Aberdeen	10/18/1994	
5355506	Communication method for controlling and monitoring robotic entities	Army TechMatch Patent Lab	10/11/1994	
5354420	Method for laser-assisted etching of III-V and II-VI semiconductor compounds using chlorofluorocarbon ambients	"SPAWAR Systems Center, Pacific"	10/11/1994	
5354709	Method of making a lattice mismatched heterostructure optical waveguide	Air Force TechMatch Patent Lab	10/11/1994	
5353676	Apparatus and method for remote disassembly of failed high explosive type mine	Army TechMatch Patent Lab	10/11/1994	
5351553	High rate flywheel tensile testing apparatus for viscoelastic materials	NAVAIR China Lake	10/4/1994	
5353015	Tamper detector	Air Force TechMatch Patent Lab	10/4/1994	
5351529	Apparatus for bench testing a governor	Army TechMatch Patent Lab	10/4/1994	
5353303	Technique for increasing the data rate in a spread spectrum data link	Air Force TechMatch Patent Lab	10/4/1994	
H1361	Softshell protective mask	Army Research Laboratory - Aberdeen	10/4/1994	
5353226	Coriolis indicator for situational awareness	Air Force TechMatch Patent Lab	10/4/1994	
